"","X","GSM5374839_S1.CEL","GSM5374840_S2.CEL","GSM5374841_S3.CEL","GSM5374842_S4.CEL","GSM5374843_S5.CEL","GSM5374844_S6.CEL","GSM5374845_S7.CEL","GSM5374846_S8.CEL","GSM5374847_S9.CEL","GSM5374848_S10.CEL","GSM5374849_S11.CEL","GSM5374850_S12.CEL","GSM5374851_S13.CEL","GSM5374852_S14.CEL","GSM5374853_S15.CEL","GSM5374854_S16.CEL","GSM5374855_S17.CEL","GSM5374856_S18.CEL","GSM5374857_S19.CEL","GSM5374858_S20.CEL","GSM5374859_S21.CEL","GSM5374860_S22.CEL","GSM5374861_S23.CEL","GSM5374862_S24.CEL","GSM5374863_S25.CEL","GSM5374864_S26.CEL","GSM5374865_S27.CEL","GSM5374866_S28.CEL","GSM5374867_S29.CEL","GSM5374868_S30.CEL","GSM5374869_S31.CEL","GSM5374870_S32.CEL","GSM5374871_S33.CEL","GSM5374872_S34.CEL","GSM5374873_S35.CEL","GSM5374874_S36.CEL","GSM5374875_S37.CEL","GSM5374876_S38.CEL","GSM5374877_S39.CEL","GSM5374878_S40.CEL","GSM5374879_S41.CEL","GSM5374880_S42.CEL","GSM5374881_S43.CEL","GSM5374882_S44.CEL","GSM5374883_S45.CEL","GSM5374884_S46.CEL","GSM5374885_S47.CEL","SYMBOL","GENENAME","Avg_covid","Avg_Normal","Avg_Asymcovid"
"5968","TC0100007669.hg.1",5.1140754922442,4.95318021664352,4.92350321109503,5.16427849669745,5.1140754922442,4.78290097549811,5.39585195216574,5.31419357274135,4.94380585692911,5.14592210503062,5.93616936588799,4.68448452844711,5.08257631825268,4.83837637265341,4.77967793096184,5.47005664946677,5.13550486857513,5.56483386083871,4.48569982922758,4.99605102957668,4.94294590278239,4.95814337267665,4.81865424081503,5.18182699614719,5.28203881733571,4.54515229334626,5.13530375580751,5.03159320897435,4.89218964957646,4.87329559447971,4.88060021239041,4.96275234794987,4.65178992786377,4.89220345102467,3.89835209495468,4.82434355886558,4.58114600624939,5.63130827373103,4.95805970773503,4.00617198607659,4.46279096791938,5.11992810662238,4.84767380466319,4.57918526558592,5.06059793812734,5.15614814686985,5.31706388278448,"CCDC28B","coiled-coil domain containing 28B",5.08517873712893,4.81685618188296,5.04006731533418
"5970","TC0100007671.hg.1",4.21309305578967,4.39359754886384,4.38551640586186,4.50501479502216,4.21309305578967,4.18265285137272,5.3231850005083,4.79014143393289,4.07592644253732,4.23949101363987,4.54715359428998,4.74955303823737,4.82200741013326,5.08751495637633,5.00874747333921,4.68649551475649,4.71635019949763,5.03745855830926,4.92524421920912,4.01434367187093,4.72581915992562,4.96498205653308,4.37598733346882,4.40231974673178,4.83077745519862,4.50277173729168,4.06515442696934,4.4340770710252,4.42744181016366,4.34132479206021,4.09038692923888,3.86521047927143,4.6053143717594,4.49841983941169,4.03456909249063,3.73787304919249,5.08807695752821,4.55944119982781,4.57136408698397,4.82085616556679,4.00080707886251,4.26350866857783,4.2216852439712,4.43764837674033,4.59253886115271,4.72494084150357,4.62686759826714,"DCDC2B","doublecortin domain containing 2B",4.43217116033183,4.39337964624482,4.64864207543828
"6002","TC0100007832.hg.1",8.70098963292977,9.07091436915597,7.95047918239513,8.47067690550819,8.70098963292977,8.77850003640807,8.5037381669046,8.28732710242061,8.42828760618036,8.12784532936491,8.74244670894553,7.22678995788251,7.18469666223135,6.61229351870403,7.10637115156924,6.35415039222982,6.90936310582999,6.63556014424259,7.02801431456804,6.9161151231974,6.93805463687622,6.98896321923695,6.9581062702337,6.77559806658066,7.10026789079862,6.87053259825704,7.48079733443557,6.9147576264908,7.08784961600206,6.87971410620346,6.32101286747684,6.34440334091195,6.73647641013157,5.74025172939114,6.26885951941937,6.07605953736642,6.42200378826629,7.01846151713392,6.70093511917635,6.0657138906008,6.69093734724401,6.8255399302678,7.00843335675201,6.91896416066549,7.06707583921836,6.97610145223217,6.95585774756764,"ZC3H12A","zinc finger CCCH-type containing 12A",8.50197479641974,6.61204453666809,7.04372254412169
"6042","TC0100008057.hg.1",4.29436740309311,4.22912956880126,4.63848109524185,4.57159651967526,4.29436740309311,5.1777057025597,5.03976152585489,4.99426680874723,4.59192728820824,4.59874683500282,4.06624176938721,4.8747432216485,5.30299720125552,4.83183025756574,4.9740984081243,4.76648587154635,4.85808295679277,5.21356802171406,5.19723386883704,4.90564426628251,4.71592785106477,4.76471830385909,4.84700744484422,4.46377219179184,4.92615504873834,4.67979268645152,5.47129371437251,5.63241137844707,4.05682628399837,4.43125920453424,4.48046140770952,4.4389066579915,5.09983527298199,4.93849948107593,4.79835393837648,4.58177259766523,4.41209947632746,4.58886524541902,4.68118973686118,4.774890658083,4.09596064896372,4.26108242194743,4.41029394934153,5.25488158614316,4.48289390861177,4.0053316830325,4.10746896513745,"CDC20","cell division cycle 20",4.64303501502775,4.54689149112239,4.87099109193272
"6053","TC0100008084.hg.1",5.60579284966503,4.95967440057392,5.03379472356378,5.33426157850356,5.60586305818635,5.58264182535607,5.12070533998328,5.66101184083448,4.96660002860286,5.48034497209932,5.42324045134471,4.8639918389994,5.04823662604843,5.24660490501078,5.31211313380463,5.36989441366088,4.89026143037282,5.98348106311688,5.51991278301579,4.83290050954196,4.86921783420342,5.30605908232185,4.87914646969113,5.07098818301781,5.28113542720966,4.86581395796553,4.72581078786714,5.04905475037476,5.04411756441139,5.3536941796066,5.51343351689896,5.24377869122973,5.064472679971,5.12896663553895,5.04825664671633,4.87569511730538,5.16551801103655,4.78192966127351,5.25787244517954,5.1985084988955,5.07128691940641,5.09447266255792,4.9437022420037,5.15437642335944,5.53717383438275,4.93647172965586,5.04169832131883,"CCDC24","coiled-coil domain containing 24",5.33506906173687,5.13396156757428,5.13589374799889
"6092","TC0100008216.hg.1",3.63047421195665,3.53665680550812,3.38414455145688,4.17282151352501,3.63047421195665,3.13227641516168,3.50550954667674,3.00479370817157,3.87919073250775,2.97003475100991,3.3618283642508,3.34179487979028,3.79098247375758,3.02201316783413,3.56255011434574,3.886714816931,3.636451283793,3.88823445128112,3.65181850773908,3.86983842491747,3.46895264663461,3.66390699208113,2.74822774288391,3.25409820825082,3.59026019716394,2.8569061899072,3.61474250796958,3.31931854815403,3.72230896923761,3.19435474709239,2.72325728980031,2.48756921244701,3.59726545997853,4.17347217080795,3.24405302274905,2.40859814404856,3.38092393596763,3.30233246783059,3.28494951185259,3.50887755411235,3.74014623033151,3.72042980970717,2.79559137607263,3.86202949201448,3.04388118288861,3.47854006100536,2.88108444354513,"SLC5A9","solute carrier family 5 member 9",3.4846376447931,3.26818645068066,3.48689202562753
"6112","TC0100008375.hg.1",4.71693206357699,5.11633468881578,5.64792051707412,5.17105112263587,4.71693206357699,4.49277192172258,4.63059580247625,4.77039255167565,4.27699969137642,5.00816556115653,4.41321227723517,6.06715086490181,5.6874805261939,5.48107617847478,5.45789953106227,5.96333794206543,5.53816977979846,5.67574012048579,5.77018326512009,6.14402577514146,6.09761097035651,5.58732960099072,5.96533644442444,5.56919413257322,5.79828043331824,6.45908378747503,5.8776758975791,6.01787196833929,5.8678278758472,5.94685303339679,6.17904038567361,5.94607244564597,5.92297013410944,5.07071595165961,5.81359333596925,6.16693693113352,4.71584979661971,5.78756001473587,5.35553485533851,5.58567256825426,5.88347958357851,5.58662857706194,6.14177434404507,5.68235063719941,5.89668266520405,6.03104887226879,5.78050149789095,"TCEANC2","transcription elongation factor A N-terminal and central domain containing 2",4.85480959840872,5.7496258683214,5.75992038796752
"6125","TC0100008454.hg.1",3.23908441873662,2.92086660887964,3.29947324541155,3.00984502731612,3.23908441873662,3.04234690609489,3.11164864818932,2.92596894682909,3.07263672417502,3.01933648798507,2.68655238078992,3.46354999849948,3.14928733660776,3.88681961933545,3.08804219791606,3.74682294534266,3.56382661325394,3.21839487293125,2.95772035289137,3.03630888707374,2.51018445539583,3.10391027764489,3.21369501466284,3.12380049852767,2.77300123113226,2.60101008253996,3.02965955179076,3.44865161907297,3.14557912421479,2.71648482625956,3.71779277721257,2.8362222254193,3.0986039244956,3.51231287272064,2.62214428286392,2.68169175057419,3.69533527058263,3.31698413108951,2.94594826191704,2.78714102018697,3.85356084189199,2.80463202322238,2.64386026928241,3.5411043253805,3.13559468877437,3.58008971556961,2.61612093654989,"C8A","complement C8 alpha chain",3.08802914323539,3.11697911911073,3.14456931892756
"6144","TC0100008620.hg.1",6.42798253588014,4.71962551797969,5.51257901171819,5.44525024147356,6.42798253588014,4.19881019731463,5.04557052049651,5.31938783777819,4.16511480991879,5.43848592265807,5.83118555081557,6.02579991554543,3.83792418535324,5.05807321292831,4.45786115304445,5.12295542274493,3.75108999656817,4.89183991446549,3.92492206345588,4.4268419254344,4.64760264846785,5.51863723727248,5.6230542474278,6.56695752049242,4.42304830573948,5.73709091608932,4.67868844481925,4.96727049521281,6.24052017484549,5.77024239854902,4.65056224493965,4.23319630233104,4.09619374348134,3.8999667335269,5.1500701045476,3.37154670206831,5.65634085418981,5.08210915152829,4.17221988403255,5.56001187183895,4.98069661173586,5.19181177292425,5.1062986017686,4.7391878164706,5.00947581507584,4.40017646507428,4.50369564118427,"DNAJC6","DnaJ heat shock protein family (Hsp40) member C6",5.27007891310979,4.75410015084818,5.03849280688015
"6155","TC0100008686.hg.1",2.04984669471914,2.23182612666392,1.79095781432006,2.92002445543451,2.04984669471914,2.25524195420653,2.34897942564113,2.20098810924749,2.22015398609529,2.74535132051407,1.84460218548618,2.70110800524553,2.27747394472195,2.58045394351643,2.86694091857714,2.35629707315434,3.08632708625367,2.49440976850992,2.71277118992465,2.24375361594067,1.7933000289856,2.15167656110379,2.50119738757697,1.95036289697322,1.91292124136807,1.86846310719285,2.30611625782595,2.16174821521497,2.18876930120072,2.17733603256122,2.12650938878702,2.26582026450929,2.05411144468282,2.43226291586718,2.37675845800024,2.73706586676302,2.01406418492692,2.86937612964245,2.03415832816603,3.0734624499242,3.17461791703431,1.6932144517572,2.28995696207965,3.05661739054042,2.00963655097006,1.86138014371303,2.29095098594866,"LRRC7","leucine rich repeat containing 7",2.28132165815613,2.36318332588187,2.3157206699354
"6163","TC0100008779.hg.1",5.47753899583716,6.26765516512038,5.44456166499515,5.39172157736357,5.47753899583716,6.13890726868198,5.1847000355711,6.58789580121415,5.08347592952261,5.3295462142065,4.83360907427999,4.92233949784977,4.50317066347001,4.42518423077324,4.71652788124876,5.6171362259812,4.49150688805558,4.5698804013878,5.13551414370501,4.90856345817389,4.45451116141623,4.40992908103728,4.50654797576687,4.45530832817097,5.37778047565979,5.78086391405683,4.82247895612266,5.35252214117647,5.19373450507128,4.90631517984066,5.50255447438883,5.36401913028674,4.52535027248515,5.7574671976043,5.36365577117859,5.70918845817513,5.10234225981756,6.13220412854371,5.23212980148317,5.45433583964574,5.34782191389238,4.86892383877155,5.42655767596202,5.36719567226872,5.07509815112,5.2192239699438,5.25377877070168,"ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",5.63835416483498,5.31156458367276,4.86721626333703
"6164","TC0100008787.hg.1",4.80666364398369,4.89943169628373,5.03458636942912,5.21895643844102,4.80660351934989,5.16762233722013,4.82991324795611,4.80915696782617,4.92292391837235,4.83469827814748,4.58820371625907,4.36730202532824,4.43751082148884,4.55240086890128,4.97919019889662,4.99915978575578,4.83448882907412,4.99650692006661,5.1460668322228,4.89803315206069,5.04184055286408,5.07566358991245,4.48634737814701,5.09247244907528,4.84022482766603,4.39068918502228,5.08470396616349,5.02806177117159,4.90630490527321,4.70694142589606,4.33812793689992,4.66082319236368,4.78870825198662,5.45140325690379,4.77174436910357,4.75712377379756,5.48828464659472,5.00651415175566,5.00057414614809,4.4694109014976,5.27676346634352,5.10984243155833,4.68247822422256,4.83724292016136,4.65608493818791,4.66055236726315,4.72273363376616,"ST6GALNAC5","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5",4.93305564170097,4.85474189080279,4.82869325133418
"6188","TC0100008978.hg.1",6.87645973954711,6.47468735738635,6.93926981405072,6.70042523000914,6.87645973954711,5.78355914677201,6.30301603460797,5.72680537499751,5.53886815908634,6.95383404001225,5.89536116941818,6.76576081841697,6.33768826306564,6.02631566257862,5.52940636130474,6.02114962348506,5.90181088241627,5.4467332841613,6.44749450890707,6.3594071895949,6.4222063921417,5.79377229662745,6.61150013230765,5.76709949086093,6.2076792068777,6.44138563077591,6.69863429768751,7.12399435943464,6.50595047791631,6.18279555953927,7.13640079723435,7.50810827850985,6.39128342871513,5.10226716871778,6.24390213932805,6.51231854758787,6.82311427466919,4.07023794178927,6.51971880954384,6.68593150943544,6.38413395790431,6.75086071623288,6.05238763271831,6.89849142830554,6.96363661074254,7.05173309074968,6.70919408975033,"LRRC8B","leucine rich repeat containing 8 VRAC subunit B",6.41733846360165,6.44369533230409,6.22649210778834
"6190","TC0100009020.hg.1",3.46077602444824,3.37414133761251,3.69943650651394,3.19361629615178,3.46077602444824,2.70553386160474,2.74831267383022,3.48291369185137,4.10912375948667,4.70062544281907,3.99983230388532,3.98139653690963,3.51132799715293,4.429180851204,3.55182723826998,4.01468637735266,3.60538942298301,3.45042140180523,3.95756897445857,4.1170962311794,3.71017292708837,4.66423586411691,4.5597437436929,4.50640561135966,4.40686455736526,4.95789365631083,4.58032156130578,3.90554632130684,3.82243873685079,3.69502972060473,4.63441319768108,4.23021107438335,3.88512355448896,3.67590473572334,3.75615309107039,4.8752430305692,4.6206656631386,4.37930622378973,4.11220063036852,5.03870303850754,4.07633869354586,4.03235477010034,4.21623789818331,4.00938927486583,4.01605936197628,4.21425627660417,3.65215963610579,"CDC7","cell division cycle 7",3.49352556187668,4.17331943731706,4.09117633234727
"6220","TC0100009195.hg.1",5.68395336031755,5.75938591757249,6.28707764647776,5.46580823541111,5.68395336031755,5.25857551153126,4.86597307092443,5.85618149211547,5.59302296130806,6.65896861971859,6.11489926082659,6.82800239328676,5.82907742447891,6.12763901412182,5.80055869825546,6.15441204110613,6.03234937247699,5.85928827912929,6.74275401022464,6.56341803929748,6.73607263665879,6.73763718466077,6.93360855300647,7.29615610093371,6.41790491065303,7.25864053178401,7.07640064653465,6.94417196761373,6.71858199377544,6.6865671558693,7.22993303559038,6.92111975746827,6.37440505811161,4.47987672863459,6.16309473822333,7.10592700860929,5.93390071802901,6.01431140578548,6.09087165099874,6.85913258892728,6.59759684437924,6.81996598237206,6.69950953523804,6.35155596887313,6.61724363302923,6.63561300108148,6.90404315307801,"SLC35A3","solute carrier family 35 member A3",5.71129001756943,6.47137044246103,6.53534595046446
"6227","TC0100009226.hg.1",6.58945404950436,6.86192402861497,7.19626414801091,6.12898279817824,6.58945404950436,6.46503609863336,5.35120816014577,6.82011900585506,6.48624897059237,6.91238927968197,6.52012567733703,7.55072223495247,7.15572796187812,7.43019193073612,6.9569413288095,7.35367612141017,6.93134884353573,6.87605955563507,7.43971899656828,7.66636548075517,7.62720286667934,7.63142452265866,7.94373755921581,7.70259450912819,7.48223566696724,7.71514045290405,7.97492426159156,8.04727101547941,7.79089292895401,7.8640798511138,7.90348835310976,7.62586404519222,7.32326585125372,6.90056571810506,7.00816371076325,7.80949810504893,6.87420111033488,7.05673082687339,7.67673792879672,7.52616283473107,7.4148342778011,7.55512424541493,7.82670172429618,7.72888391949,7.80452452697729,7.55941281165099,8.14717464836257,"SLC30A7","solute carrier family 30 member 7",6.54010805887214,7.53363413829533,7.46296325869452
"6240","TC0100009329.hg.1",3.13349544471611,3.15315612693887,2.99322829403152,2.70513431710894,3.13349544471611,2.95969327905673,3.08532063698625,3.26098857159861,3.22664529151227,3.54826331195567,3.82594516529074,2.21989708753735,3.06988552360679,2.72252867486183,3.24953092346369,3.41721822948537,2.82156459648562,3.12185929079409,3.44916488941091,2.73523861869247,3.47131163069823,3.25391614759506,2.88728467666022,3.08637523108217,3.46133193871986,3.0338895837098,3.73806758016526,3.66300967722068,3.61861288515982,2.9915195439253,3.19596092931378,3.27019245025491,3.68248087595461,3.80300280847697,2.756833840092,2.57064175880291,3.76193620698883,3.3725952701112,2.85392645215025,3.68246383351378,3.55454072325547,2.62292998817475,3.40479385512953,3.6708841900638,3.01937444871714,2.94114050381019,2.85445086710164,"FNDC7","fibronectin type III domain containing 7",3.11994207186211,3.22275936365761,3.20245433424421
"6255","TC0100009373.hg.1",4.35874410882429,4.65939643404384,4.39383830017031,4.87703878640147,4.35874410882429,4.58211503753174,4.83293571856275,4.74738301975074,4.33373526658229,4.00635707270266,5.17807324651089,4.83429715991381,5.29548389870293,5.00107677537924,5.38360814860746,5.43405416583782,5.21861813474218,4.98278416792484,4.60647825891436,4.95435991859059,4.67360943160662,4.74336637879194,4.15095650568307,4.71138230384888,4.67522729669274,4.40325892714304,4.19993853284534,4.60077228589106,4.63012169173159,4.79651592273962,4.18262246987213,4.19665075244244,5.31056885932568,5.46411608354848,4.79070092467215,5.31695384355782,4.99366687332064,5.66926842101232,4.86835067939642,4.42295697503211,5.27104432049103,4.94107969933091,4.34640485271591,4.49898655806627,4.76465664548754,4.63118216669667,4.50126525076718,"SLC6A17","solute carrier family 6 member 17",4.51502878533944,4.83149951658196,4.82512985417676
